id,review,sentiment,clean_review,token
2624,In my opinion this is shoes is awsome and works perfectly 👍 <div>Customer review</div> More info: https://shop.example.com!!!,positive,in my opinion this is shoes is some and works perfectly  customer review more into ,"['opinion', 'shoes', 'works', 'perfectly', 'customer', 'review']"
2625,In my opinion this is phone is awsome and works perfectly 👍 Visit www.example.com??,positive,in my opinion this is phone is some and works perfectly  visit ,"['opinion', 'phone', 'works', 'perfectly', 'visit']"
2626,"Actually, this product is shoes was a horible purchase 😠 <span>Recommended</span> https://example.com!!! 😍",negative,actually this product is shoes was a horrible purchase  recommended  ,"['actually', 'product', 'shoes', 'horrible', 'purchase', 'recommended']"
2627,"To be honest, the service is awsome and works perfectly 👍 <div>Customer review</div> Visit www.example.com...",positive,to be honest the service is some and works perfectly  customer review visit ,"['honest', 'service', 'works', 'perfectly', 'customer', 'review', 'visit']"
2628,"Actually, this product is laptop is awfull and stopped working 😭 <span>Recommended</span> https://example.com??",negative,actually this product is lawton is awful and stopped working  recommended ,"['actually', 'product', 'lawton', 'awful', 'stopped', 'working', 'recommended']"
2629,I think it is really watch is realy bad!!! 😡 More info: https://shop.example.com!!!,negative,i think it is really watch is really bad  more into ,"['think', 'really', 'watch', 'really', 'bad']"
2630,"To be honest, the phone has terrible quality <div>very disappointing</div> <b>Good choice</b> Visit www.example.com!!!",negative,to be honest the phone has terrible quality very disappointing good choice visit ,"['honest', 'phone', 'terrible', 'quality', 'disappointing', 'good', 'choice', 'visit']"
2631,"Actually, this product is phone is absolutly fantastic!!! Visit www.example.com!!! 😍",positive,actually this product is phone is absolutely fantastic visit  ,"['actually', 'product', 'phone', 'absolutely', 'fantastic', 'visit']"
2632,In my opinion this is shoes has terrible quality <div>very disappointing</div> More info: https://shop.example.com 😡!!!,negative,in my opinion this is shoes has terrible quality very disappointing more into  ,"['opinion', 'shoes', 'terrible', 'quality', 'disappointing']"
2633,I think it is really book works gr8 and I luv it 😊 <span>Recommended</span> More info: https://shop.example.com!!! 😍,positive,i think it is really book works grm and i lui it  recommended more into  ,"['think', 'really', 'book', 'works', 'grm', 'lui', 'recommended']"
2634,"Well, I think the book is absolutly fantastic!!! <span>Recommended</span>...",positive,well i think the book is absolutely fantastic recommended,"['well', 'think', 'book', 'absolutely', 'fantastic', 'recommended']"
2635,"To be honest, the shoes works as expected, but could be better. <span>Recommended</span> https://example.com??",neutral,to be honest the shoes works as expected but could be better recommended ,"['honest', 'shoes', 'works', 'expected', 'could', 'better', 'recommended']"
2636,"Actually, this product is camera was a horible purchase 😠 <span>Recommended</span> https://example.com...",negative,actually this product is camera was a horrible purchase  recommended ,"['actually', 'product', 'camera', 'horrible', 'purchase', 'recommended']"
2637,"Actually, this product is phone is not bad, but not amazing either. <b>Good choice</b>??",neutral,actually this product is phone is not bad but not amazing either good choice,"['actually', 'product', 'phone', 'bad', 'amazing', 'either', 'good', 'choice']"
2638,I think it is really product is awsome and works perfectly 👍 <b>Good choice</b> More info: https://shop.example.com!!! 😍,positive,i think it is really product is some and works perfectly  good choice more into  ,"['think', 'really', 'product', 'works', 'perfectly', 'good', 'choice']"
2639,In my opinion this is product has terrible quality <div>very disappointing</div> <b>Good choice</b> https://example.com.,negative,in my opinion this is product has terrible quality very disappointing good choice ,"['opinion', 'product', 'terrible', 'quality', 'disappointing', 'good', 'choice']"
2640,I think it is really product is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span>!!!,positive,i think it is really product is amazing really amazing  recommended,"['think', 'really', 'product', 'amazing', 'really', 'amazing', 'recommended']"
2641,"Well, I think the phone is realy bad!!! 😡.",negative,well i think the phone is really bad ,"['well', 'think', 'phone', 'really', 'bad']"
2642,"Well, I think the camera is awsome and works perfectly 👍 Visit www.example.com??",positive,well i think the camera is some and works perfectly  visit ,"['well', 'think', 'camera', 'works', 'perfectly', 'visit']"
2643,"Actually, this product is laptop is absolutly fantastic!!! <div>Customer review</div> Visit www.example.com!!!",positive,actually this product is lawton is absolutely fantastic customer review visit ,"['actually', 'product', 'lawton', 'absolutely', 'fantastic', 'customer', 'review', 'visit']"
2644,"Actually, this product is watch works gr8 and I luv it 😊 <span>Recommended</span> Visit www.example.com 😡!!!",positive,actually this product is watch works grm and i lui it  recommended visit  ,"['actually', 'product', 'watch', 'works', 'grm', 'lui', 'recommended', 'visit']"
2645,"To be honest, the service is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> More info: https://shop.example.com.",positive,to be honest the service is amazing really amazing  good choice more into ,"['honest', 'service', 'amazing', 'really', 'amazing', 'good', 'choice']"
2646,"Actually, this product is camera is realy bad!!! 😡 <div>Customer review</div>??",negative,actually this product is camera is really bad  customer review,"['actually', 'product', 'camera', 'really', 'bad', 'customer', 'review']"
2647,I think it is really headphones is realy bad!!! 😡 https://example.com??,negative,i think it is really headphones is really bad  ,"['think', 'really', 'headphones', 'really', 'bad']"
2648,"To be honest, the shoes is absolutly fantastic!!! <div>Customer review</div> Visit www.example.com...",positive,to be honest the shoes is absolutely fantastic customer review visit ,"['honest', 'shoes', 'absolutely', 'fantastic', 'customer', 'review', 'visit']"
2649,I think it is really watch is realy good!!! 😍 <div>Customer review</div> Visit www.example.com??,positive,i think it is really watch is really good  customer review visit ,"['think', 'really', 'watch', 'really', 'good', 'customer', 'review', 'visit']"
2650,"To be honest, the camera is broken and useless!!! <span>Recommended</span> More info: https://shop.example.com!!!",negative,to be honest the camera is broken and useless recommended more into ,"['honest', 'camera', 'broken', 'useless', 'recommended']"
2651,"To be honest, the camera is decent for the price. <div>Customer review</div>.",neutral,to be honest the camera is decent for the price customer review,"['honest', 'camera', 'decent', 'price', 'customer', 'review']"
2652,In my opinion this is laptop is awsome and works perfectly 👍 https://example.com!!!,positive,in my opinion this is lawton is some and works perfectly  ,"['opinion', 'lawton', 'works', 'perfectly']"
2653,"In my opinion this is product is average, nothing special. <b>Good choice</b>??",neutral,in my opinion this is product is average nothing special good choice,"['opinion', 'product', 'average', 'nothing', 'special', 'good', 'choice']"
2654,"Actually, this product is product is decent for the price. <span>Recommended</span>??",neutral,actually this product is product is decent for the price recommended,"['actually', 'product', 'product', 'decent', 'price', 'recommended']"
2655,"Actually, this product is camera is realy good!!! 😍.",positive,actually this product is camera is really good ,"['actually', 'product', 'camera', 'really', 'good']"
2656,"To be honest, the laptop has terrible quality <div>very disappointing</div> <span>Recommended</span>??",negative,to be honest the lawton has terrible quality very disappointing recommended,"['honest', 'lawton', 'terrible', 'quality', 'disappointing', 'recommended']"
2657,In my opinion this is laptop is realy good!!! 😍 <b>Good choice</b> https://example.com...,positive,in my opinion this is lawton is really good  good choice ,"['opinion', 'lawton', 'really', 'good', 'good', 'choice']"
2658,"Actually, this product is shirt is absolutly fantastic!!! <div>Customer review</div> More info: https://shop.example.com!!!",positive,actually this product is shirt is absolutely fantastic customer review more into ,"['actually', 'product', 'shirt', 'absolutely', 'fantastic', 'customer', 'review']"
2659,"Well, I think the phone is realy bad!!! 😡 Visit www.example.com!!! 😍",negative,well i think the phone is really bad  visit  ,"['well', 'think', 'phone', 'really', 'bad', 'visit']"
2660,"To be honest, the phone has terrible quality <div>very disappointing</div> <span>Recommended</span> Visit www.example.com!!!",negative,to be honest the phone has terrible quality very disappointing recommended visit ,"['honest', 'phone', 'terrible', 'quality', 'disappointing', 'recommended', 'visit']"
2661,"Actually, this product is book is not bad, but not amazing either. <b>Good choice</b> Visit www.example.com!!!",neutral,actually this product is book is not bad but not amazing either good choice visit ,"['actually', 'product', 'book', 'bad', 'amazing', 'either', 'good', 'choice', 'visit']"
2662,"To be honest, the product is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com!!!",positive,to be honest the product is amazing really amazing  customer review more into ,"['honest', 'product', 'amazing', 'really', 'amazing', 'customer', 'review']"
2663,I think it is really shirt is realy good!!! 😍 <span>Recommended</span> Visit www.example.com...,positive,i think it is really shirt is really good  recommended visit ,"['think', 'really', 'shirt', 'really', 'good', 'recommended', 'visit']"
2664,"To be honest, the service is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> https://example.com!!!",positive,to be honest the service is amazing really amazing  good choice ,"['honest', 'service', 'amazing', 'really', 'amazing', 'good', 'choice']"
2665,"Actually, this product is shirt is awfull and stopped working 😭 <span>Recommended</span> More info: https://shop.example.com!!! 😍",negative,actually this product is shirt is awful and stopped working  recommended more into  ,"['actually', 'product', 'shirt', 'awful', 'stopped', 'working', 'recommended']"
2666,I think it is really product is absolutly fantastic!!! <div>Customer review</div> More info: https://shop.example.com??,positive,i think it is really product is absolutely fantastic customer review more into ,"['think', 'really', 'product', 'absolutely', 'fantastic', 'customer', 'review']"
2667,"To be honest, the laptop is realy bad!!! 😡 <b>Good choice</b> https://example.com!!!",negative,to be honest the lawton is really bad  good choice ,"['honest', 'lawton', 'really', 'bad', 'good', 'choice']"
2668,I think it is really laptop has terrible quality <div>very disappointing</div> <b>Good choice</b> Visit www.example.com...,negative,i think it is really lawton has terrible quality very disappointing good choice visit ,"['think', 'really', 'lawton', 'terrible', 'quality', 'disappointing', 'good', 'choice', 'visit']"
2669,In my opinion this is camera has terrible quality <div>very disappointing</div> <div>Customer review</div>.,negative,in my opinion this is camera has terrible quality very disappointing customer review,"['opinion', 'camera', 'terrible', 'quality', 'disappointing', 'customer', 'review']"
2670,"Actually, this product is phone is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com 😡!!!",positive,actually this product is phone is amazing really amazing  customer review more into  ,"['actually', 'product', 'phone', 'amazing', 'really', 'amazing', 'customer', 'review']"
2671,"Well, I think the camera is not bad, but not amazing either. <span>Recommended</span> Visit www.example.com??",neutral,well i think the camera is not bad but not amazing either recommended visit ,"['well', 'think', 'camera', 'bad', 'amazing', 'either', 'recommended', 'visit']"
2672,In my opinion this is service is realy good!!! 😍 <span>Recommended</span> More info: https://shop.example.com.,positive,in my opinion this is service is really good  recommended more into ,"['opinion', 'service', 'really', 'good', 'recommended']"
2673,In my opinion this is book is awfull and stopped working 😭 <span>Recommended</span> Visit www.example.com 😡!!!,negative,in my opinion this is book is awful and stopped working  recommended visit  ,"['opinion', 'book', 'awful', 'stopped', 'working', 'recommended', 'visit']"
2674,"To be honest, the camera is awfull and stopped working 😭 <div>Customer review</div>??",negative,to be honest the camera is awful and stopped working  customer review,"['honest', 'camera', 'awful', 'stopped', 'working', 'customer', 'review']"
2675,"Well, I think the product is awsome and works perfectly 👍 <span>Recommended</span> https://example.com??",positive,well i think the product is some and works perfectly  recommended ,"['well', 'think', 'product', 'works', 'perfectly', 'recommended']"
2676,"Well, I think the laptop is realy good!!! 😍 <b>Good choice</b> Visit www.example.com.",positive,well i think the lawton is really good  good choice visit ,"['well', 'think', 'lawton', 'really', 'good', 'good', 'choice', 'visit']"
2677,"In my opinion this is shirt works as expected, but could be better. <b>Good choice</b>??",neutral,in my opinion this is shirt works as expected but could be better good choice,"['opinion', 'shirt', 'works', 'expected', 'could', 'better', 'good', 'choice']"
2678,In my opinion this is book is okay and works fine. <b>Good choice</b> More info: https://shop.example.com 😡!!!,neutral,in my opinion this is book is okay and works fine good choice more into  ,"['opinion', 'book', 'okay', 'works', 'fine', 'good', 'choice']"
2679,"In my opinion this is camera is average, nothing special. <span>Recommended</span> Visit www.example.com...",neutral,in my opinion this is camera is average nothing special recommended visit ,"['opinion', 'camera', 'average', 'nothing', 'special', 'recommended', 'visit']"
2680,I think it is really product was a horible purchase 😠 <span>Recommended</span> More info: https://shop.example.com.,negative,i think it is really product was a horrible purchase  recommended more into ,"['think', 'really', 'product', 'horrible', 'purchase', 'recommended']"
2681,"To be honest, the phone is awsome and works perfectly 👍 <b>Good choice</b> https://example.com!!!",positive,to be honest the phone is some and works perfectly  good choice ,"['honest', 'phone', 'works', 'perfectly', 'good', 'choice']"
2682,"Well, I think the product is broken and useless!!! <span>Recommended</span> https://example.com...",negative,well i think the product is broken and useless recommended ,"['well', 'think', 'product', 'broken', 'useless', 'recommended']"
2683,I think it is really service is amazing <b>really amazing</b>!!! ❤️ More info: https://shop.example.com??,positive,i think it is really service is amazing really amazing  more into ,"['think', 'really', 'service', 'amazing', 'really', 'amazing']"
2684,In my opinion this is phone is awfull and stopped working 😭 <span>Recommended</span>!!!,negative,in my opinion this is phone is awful and stopped working  recommended,"['opinion', 'phone', 'awful', 'stopped', 'working', 'recommended']"
2685,"Well, I think the watch was a horible purchase 😠 <b>Good choice</b> More info: https://shop.example.com!!!",negative,well i think the watch was a horrible purchase  good choice more into ,"['well', 'think', 'watch', 'horrible', 'purchase', 'good', 'choice']"
2686,I think it is really service is broken and useless!!! Visit www.example.com.,negative,i think it is really service is broken and useless visit ,"['think', 'really', 'service', 'broken', 'useless', 'visit']"
2687,"Actually, this product is camera is awfull and stopped working 😭 <span>Recommended</span> Visit www.example.com!!! 😍",negative,actually this product is camera is awful and stopped working  recommended visit  ,"['actually', 'product', 'camera', 'awful', 'stopped', 'working', 'recommended', 'visit']"
2688,"Actually, this product is laptop works gr8 and I luv it 😊 <b>Good choice</b> More info: https://shop.example.com!!! 😍",positive,actually this product is lawton works grm and i lui it  good choice more into  ,"['actually', 'product', 'lawton', 'works', 'grm', 'lui', 'good', 'choice']"
2689,"Actually, this product is shirt is awfull and stopped working 😭 <b>Good choice</b>??",negative,actually this product is shirt is awful and stopped working  good choice,"['actually', 'product', 'shirt', 'awful', 'stopped', 'working', 'good', 'choice']"
2690,"Actually, this product is service works gr8 and I luv it 😊 <b>Good choice</b> https://example.com!!!",positive,actually this product is service works grm and i lui it  good choice ,"['actually', 'product', 'service', 'works', 'grm', 'lui', 'good', 'choice']"
2691,"Well, I think the shoes is decent for the price. https://example.com!!! 😍",neutral,well i think the shoes is decent for the price  ,"['well', 'think', 'shoes', 'decent', 'price']"
2692,"Actually, this product is headphones is average, nothing special. <div>Customer review</div> https://example.com.",neutral,actually this product is headphones is average nothing special customer review ,"['actually', 'product', 'headphones', 'average', 'nothing', 'special', 'customer', 'review']"
2693,"I think it is really headphones is not bad, but not amazing either. <span>Recommended</span> 😡!!!",neutral,i think it is really headphones is not bad but not amazing either recommended ,"['think', 'really', 'headphones', 'bad', 'amazing', 'either', 'recommended']"
2694,"In my opinion this is laptop is not bad, but not amazing either. Visit www.example.com...",neutral,in my opinion this is lawton is not bad but not amazing either visit ,"['opinion', 'lawton', 'bad', 'amazing', 'either', 'visit']"
2695,"Well, I think the product is awsome and works perfectly 👍??",positive,well i think the product is some and works perfectly ,"['well', 'think', 'product', 'works', 'perfectly']"
2696,I think it is really headphones is decent for the price. <b>Good choice</b> Visit www.example.com!!!,neutral,i think it is really headphones is decent for the price good choice visit ,"['think', 'really', 'headphones', 'decent', 'price', 'good', 'choice', 'visit']"
2697,"To be honest, the headphones is amazing <b>really amazing</b>!!! ❤️??",positive,to be honest the headphones is amazing really amazing ,"['honest', 'headphones', 'amazing', 'really', 'amazing']"
2698,"Well, I think the watch is awsome and works perfectly 👍 <b>Good choice</b> Visit www.example.com 😡!!!",positive,well i think the watch is some and works perfectly  good choice visit  ,"['well', 'think', 'watch', 'works', 'perfectly', 'good', 'choice', 'visit']"
2699,"Actually, this product is phone is realy good!!! 😍 <span>Recommended</span>!!!",positive,actually this product is phone is really good  recommended,"['actually', 'product', 'phone', 'really', 'good', 'recommended']"
2700,"In my opinion this is book works as expected, but could be better. More info: https://shop.example.com.",neutral,in my opinion this is book works as expected but could be better more into ,"['opinion', 'book', 'works', 'expected', 'could', 'better']"
2701,I think it is really phone is decent for the price. <span>Recommended</span> More info: https://shop.example.com!!! 😍,neutral,i think it is really phone is decent for the price recommended more into  ,"['think', 'really', 'phone', 'decent', 'price', 'recommended']"
2702,In my opinion this is phone is realy good!!! 😍 <b>Good choice</b> Visit www.example.com 😡!!!,positive,in my opinion this is phone is really good  good choice visit  ,"['opinion', 'phone', 'really', 'good', 'good', 'choice', 'visit']"
2703,In my opinion this is headphones was a horible purchase 😠 <span>Recommended</span> Visit www.example.com.,negative,in my opinion this is headphones was a horrible purchase  recommended visit ,"['opinion', 'headphones', 'horrible', 'purchase', 'recommended', 'visit']"
2704,"To be honest, the book works gr8 and I luv it 😊 <span>Recommended</span> Visit www.example.com...",positive,to be honest the book works grm and i lui it  recommended visit ,"['honest', 'book', 'works', 'grm', 'lui', 'recommended', 'visit']"
2705,"To be honest, the shoes is absolutly fantastic!!! <div>Customer review</div>...",positive,to be honest the shoes is absolutely fantastic customer review,"['honest', 'shoes', 'absolutely', 'fantastic', 'customer', 'review']"
2706,"Actually, this product is laptop is average, nothing special. <b>Good choice</b> https://example.com!!!",neutral,actually this product is lawton is average nothing special good choice ,"['actually', 'product', 'lawton', 'average', 'nothing', 'special', 'good', 'choice']"
2707,"Actually, this product is headphones works gr8 and I luv it 😊 <span>Recommended</span> Visit www.example.com!!! 😍",positive,actually this product is headphones works grm and i lui it  recommended visit  ,"['actually', 'product', 'headphones', 'works', 'grm', 'lui', 'recommended', 'visit']"
2708,"To be honest, the laptop is realy bad!!! 😡 More info: https://shop.example.com!!!",negative,to be honest the lawton is really bad  more into ,"['honest', 'lawton', 'really', 'bad']"
2709,"Actually, this product is phone works gr8 and I luv it 😊 <div>Customer review</div> More info: https://shop.example.com??",positive,actually this product is phone works grm and i lui it  customer review more into ,"['actually', 'product', 'phone', 'works', 'grm', 'lui', 'customer', 'review']"
2710,"In my opinion this is laptop works as expected, but could be better. <b>Good choice</b> https://example.com!!! 😍",neutral,in my opinion this is lawton works as expected but could be better good choice  ,"['opinion', 'lawton', 'works', 'expected', 'could', 'better', 'good', 'choice']"
2711,"To be honest, the camera is absolutly fantastic!!! <div>Customer review</div> More info: https://shop.example.com!!! 😍",positive,to be honest the camera is absolutely fantastic customer review more into  ,"['honest', 'camera', 'absolutely', 'fantastic', 'customer', 'review']"
2712,In my opinion this is camera is realy bad!!! 😡 <div>Customer review</div> More info: https://shop.example.com!!!,negative,in my opinion this is camera is really bad  customer review more into ,"['opinion', 'camera', 'really', 'bad', 'customer', 'review']"
2713,"Well, I think the shirt works as expected, but could be better.!!!",neutral,well i think the shirt works as expected but could be better,"['well', 'think', 'shirt', 'works', 'expected', 'could', 'better']"
2714,"Actually, this product is shoes is awfull and stopped working 😭 <div>Customer review</div> https://example.com??",negative,actually this product is shoes is awful and stopped working  customer review ,"['actually', 'product', 'shoes', 'awful', 'stopped', 'working', 'customer', 'review']"
2715,"Well, I think the laptop is average, nothing special. Visit www.example.com...",neutral,well i think the lawton is average nothing special visit ,"['well', 'think', 'lawton', 'average', 'nothing', 'special', 'visit']"
2716,In my opinion this is shoes is realy good!!! 😍 More info: https://shop.example.com 😡!!!,positive,in my opinion this is shoes is really good  more into  ,"['opinion', 'shoes', 'really', 'good']"
2717,"Well, I think the headphones is realy good!!! 😍 https://example.com.",positive,well i think the headphones is really good  ,"['well', 'think', 'headphones', 'really', 'good']"
2718,I think it is really watch was a horible purchase 😠 <span>Recommended</span>.,negative,i think it is really watch was a horrible purchase  recommended,"['think', 'really', 'watch', 'horrible', 'purchase', 'recommended']"
2719,"Well, I think the product is not bad, but not amazing either. Visit www.example.com??",neutral,well i think the product is not bad but not amazing either visit ,"['well', 'think', 'product', 'bad', 'amazing', 'either', 'visit']"
2720,In my opinion this is camera is absolutly fantastic!!!.,positive,in my opinion this is camera is absolutely fantastic,"['opinion', 'camera', 'absolutely', 'fantastic']"
2721,"To be honest, the laptop is not bad, but not amazing either. https://example.com!!!",neutral,to be honest the lawton is not bad but not amazing either ,"['honest', 'lawton', 'bad', 'amazing', 'either']"
2722,"Well, I think the product works gr8 and I luv it 😊 <div>Customer review</div>.",positive,well i think the product works grm and i lui it  customer review,"['well', 'think', 'product', 'works', 'grm', 'lui', 'customer', 'review']"
2723,"I think it is really phone is average, nothing special. More info: https://shop.example.com!!! 😍",neutral,i think it is really phone is average nothing special more into  ,"['think', 'really', 'phone', 'average', 'nothing', 'special']"
2724,"Well, I think the camera is awsome and works perfectly 👍!!!",positive,well i think the camera is some and works perfectly ,"['well', 'think', 'camera', 'works', 'perfectly']"
2725,"Well, I think the laptop is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> https://example.com.",positive,well i think the lawton is amazing really amazing  recommended ,"['well', 'think', 'lawton', 'amazing', 'really', 'amazing', 'recommended']"
2726,"To be honest, the camera is awsome and works perfectly 👍 <span>Recommended</span> Visit www.example.com??",positive,to be honest the camera is some and works perfectly  recommended visit ,"['honest', 'camera', 'works', 'perfectly', 'recommended', 'visit']"
2727,"To be honest, the service has terrible quality <div>very disappointing</div> <b>Good choice</b> Visit www.example.com!!!",negative,to be honest the service has terrible quality very disappointing good choice visit ,"['honest', 'service', 'terrible', 'quality', 'disappointing', 'good', 'choice', 'visit']"
2728,I think it is really phone is realy good!!! 😍 https://example.com!!! 😍,positive,i think it is really phone is really good   ,"['think', 'really', 'phone', 'really', 'good']"
2729,I think it is really product was a horible purchase 😠 https://example.com??,negative,i think it is really product was a horrible purchase  ,"['think', 'really', 'product', 'horrible', 'purchase']"
2730,I think it is really watch is broken and useless!!!!!! 😍,negative,i think it is really watch is broken and useless ,"['think', 'really', 'watch', 'broken', 'useless']"
2731,"Well, I think the phone is realy good!!! 😍 <b>Good choice</b>.",positive,well i think the phone is really good  good choice,"['well', 'think', 'phone', 'really', 'good', 'good', 'choice']"
2732,In my opinion this is product works gr8 and I luv it 😊 <b>Good choice</b> Visit www.example.com.,positive,in my opinion this is product works grm and i lui it  good choice visit ,"['opinion', 'product', 'works', 'grm', 'lui', 'good', 'choice', 'visit']"
2733,"Actually, this product is shoes is okay and works fine. <b>Good choice</b> https://example.com.",neutral,actually this product is shoes is okay and works fine good choice ,"['actually', 'product', 'shoes', 'okay', 'works', 'fine', 'good', 'choice']"
2734,"To be honest, the service is broken and useless!!! <div>Customer review</div> Visit www.example.com!!! 😍",negative,to be honest the service is broken and useless customer review visit  ,"['honest', 'service', 'broken', 'useless', 'customer', 'review', 'visit']"
2735,"Well, I think the book is decent for the price. <b>Good choice</b> More info: https://shop.example.com??",neutral,well i think the book is decent for the price good choice more into ,"['well', 'think', 'book', 'decent', 'price', 'good', 'choice']"
2736,"I think it is really service is average, nothing special. Visit www.example.com!!! 😍",neutral,i think it is really service is average nothing special visit  ,"['think', 'really', 'service', 'average', 'nothing', 'special', 'visit']"
2737,I think it is really product is realy bad!!! 😡 <span>Recommended</span>!!! 😍,negative,i think it is really product is really bad  recommended ,"['think', 'really', 'product', 'really', 'bad', 'recommended']"
2738,"Well, I think the laptop was a horible purchase 😠 <div>Customer review</div> https://example.com 😡!!!",negative,well i think the lawton was a horrible purchase  customer review  ,"['well', 'think', 'lawton', 'horrible', 'purchase', 'customer', 'review']"
2739,"I think it is really camera works as expected, but could be better. Visit www.example.com!!!",neutral,i think it is really camera works as expected but could be better visit ,"['think', 'really', 'camera', 'works', 'expected', 'could', 'better', 'visit']"
2740,"I think it is really headphones is not bad, but not amazing either. <div>Customer review</div> More info: https://shop.example.com??",neutral,i think it is really headphones is not bad but not amazing either customer review more into ,"['think', 'really', 'headphones', 'bad', 'amazing', 'either', 'customer', 'review']"
2741,"In my opinion this is service is not bad, but not amazing either. <b>Good choice</b> https://example.com!!! 😍",neutral,in my opinion this is service is not bad but not amazing either good choice  ,"['opinion', 'service', 'bad', 'amazing', 'either', 'good', 'choice']"
2742,"Actually, this product is shirt is average, nothing special....",neutral,actually this product is shirt is average nothing special,"['actually', 'product', 'shirt', 'average', 'nothing', 'special']"
2743,"Actually, this product is watch is awfull and stopped working 😭 <div>Customer review</div> Visit www.example.com 😡!!!",negative,actually this product is watch is awful and stopped working  customer review visit  ,"['actually', 'product', 'watch', 'awful', 'stopped', 'working', 'customer', 'review', 'visit']"
2744,"Well, I think the book is not bad, but not amazing either. Visit www.example.com 😡!!!",neutral,well i think the book is not bad but not amazing either visit  ,"['well', 'think', 'book', 'bad', 'amazing', 'either', 'visit']"
2745,I think it is really shirt is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com 😡!!!,positive,i think it is really shirt is amazing really amazing  customer review more into  ,"['think', 'really', 'shirt', 'amazing', 'really', 'amazing', 'customer', 'review']"
2746,"To be honest, the book is absolutly fantastic!!! https://example.com??",positive,to be honest the book is absolutely fantastic ,"['honest', 'book', 'absolutely', 'fantastic']"
2747,"Actually, this product is watch is awsome and works perfectly 👍 <span>Recommended</span>.",positive,actually this product is watch is some and works perfectly  recommended,"['actually', 'product', 'watch', 'works', 'perfectly', 'recommended']"
2748,"Actually, this product is phone has terrible quality <div>very disappointing</div> Visit www.example.com...",negative,actually this product is phone has terrible quality very disappointing visit ,"['actually', 'product', 'phone', 'terrible', 'quality', 'disappointing', 'visit']"
2749,I think it is really laptop has terrible quality <div>very disappointing</div> Visit www.example.com 😡!!!,negative,i think it is really lawton has terrible quality very disappointing visit  ,"['think', 'really', 'lawton', 'terrible', 'quality', 'disappointing', 'visit']"
2750,"Well, I think the shoes is awfull and stopped working 😭!!! 😍",negative,well i think the shoes is awful and stopped working  ,"['well', 'think', 'shoes', 'awful', 'stopped', 'working']"
2751,"Actually, this product is laptop is broken and useless!!!!!! 😍",negative,actually this product is lawton is broken and useless ,"['actually', 'product', 'lawton', 'broken', 'useless']"
2752,"Well, I think the shoes has terrible quality <div>very disappointing</div> <span>Recommended</span> More info: https://shop.example.com??",negative,well i think the shoes has terrible quality very disappointing recommended more into ,"['well', 'think', 'shoes', 'terrible', 'quality', 'disappointing', 'recommended']"
2753,"Actually, this product is product is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> https://example.com??",positive,actually this product is product is amazing really amazing  good choice ,"['actually', 'product', 'product', 'amazing', 'really', 'amazing', 'good', 'choice']"
2754,In my opinion this is phone was a horible purchase 😠 <div>Customer review</div> https://example.com.,negative,in my opinion this is phone was a horrible purchase  customer review ,"['opinion', 'phone', 'horrible', 'purchase', 'customer', 'review']"
2755,"To be honest, the product is broken and useless!!! <span>Recommended</span> https://example.com!!! 😍",negative,to be honest the product is broken and useless recommended  ,"['honest', 'product', 'broken', 'useless', 'recommended']"
2756,In my opinion this is camera is awfull and stopped working 😭 <div>Customer review</div> https://example.com 😡!!!,negative,in my opinion this is camera is awful and stopped working  customer review  ,"['opinion', 'camera', 'awful', 'stopped', 'working', 'customer', 'review']"
2757,"To be honest, the laptop is realy good!!! 😍 <b>Good choice</b>...",positive,to be honest the lawton is really good  good choice,"['honest', 'lawton', 'really', 'good', 'good', 'choice']"
2758,I think it is really shirt is realy good!!! 😍 <b>Good choice</b> More info: https://shop.example.com!!! 😍,positive,i think it is really shirt is really good  good choice more into  ,"['think', 'really', 'shirt', 'really', 'good', 'good', 'choice']"
2759,"Well, I think the camera is average, nothing special. 😡!!!",neutral,well i think the camera is average nothing special ,"['well', 'think', 'camera', 'average', 'nothing', 'special']"
2760,"Well, I think the camera is absolutly fantastic!!! <div>Customer review</div>??",positive,well i think the camera is absolutely fantastic customer review,"['well', 'think', 'camera', 'absolutely', 'fantastic', 'customer', 'review']"
2761,"Well, I think the shirt is absolutly fantastic!!! <b>Good choice</b> More info: https://shop.example.com!!! 😍",positive,well i think the shirt is absolutely fantastic good choice more into  ,"['well', 'think', 'shirt', 'absolutely', 'fantastic', 'good', 'choice']"
2762,In my opinion this is phone was a horible purchase 😠 <span>Recommended</span>!!! 😍,negative,in my opinion this is phone was a horrible purchase  recommended ,"['opinion', 'phone', 'horrible', 'purchase', 'recommended']"
2763,"Well, I think the laptop is okay and works fine. <div>Customer review</div> https://example.com!!! 😍",neutral,well i think the lawton is okay and works fine customer review  ,"['well', 'think', 'lawton', 'okay', 'works', 'fine', 'customer', 'review']"
