id,review,sentiment
2721,"To be honest, the laptop is not bad, but not amazing either. https://example.com!!!",neutral
2722,"Well, I think the product works gr8 and I luv it 😊 <div>Customer review</div>.",positive
2723,"I think it is really phone is average, nothing special. More info: https://shop.example.com!!! 😍",neutral
2724,"Well, I think the camera is awsome and works perfectly 👍!!!",positive
2725,"Well, I think the laptop is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> https://example.com.",positive
2726,"To be honest, the camera is awsome and works perfectly 👍 <span>Recommended</span> Visit www.example.com??",positive
2727,"To be honest, the service has terrible quality <div>very disappointing</div> <b>Good choice</b> Visit www.example.com!!!",negative
2728,I think it is really phone is realy good!!! 😍 https://example.com!!! 😍,positive
2729,I think it is really product was a horible purchase 😠 https://example.com??,negative
2730,I think it is really watch is broken and useless!!!!!! 😍,negative
2731,"Well, I think the phone is realy good!!! 😍 <b>Good choice</b>.",positive
2732,In my opinion this is product works gr8 and I luv it 😊 <b>Good choice</b> Visit www.example.com.,positive
2733,"Actually, this product is shoes is okay and works fine. <b>Good choice</b> https://example.com.",neutral
2734,"To be honest, the service is broken and useless!!! <div>Customer review</div> Visit www.example.com!!! 😍",negative
2735,"Well, I think the book is decent for the price. <b>Good choice</b> More info: https://shop.example.com??",neutral
2736,"I think it is really service is average, nothing special. Visit www.example.com!!! 😍",neutral
2737,I think it is really product is realy bad!!! 😡 <span>Recommended</span>!!! 😍,negative
2738,"Well, I think the laptop was a horible purchase 😠 <div>Customer review</div> https://example.com 😡!!!",negative
2739,"I think it is really camera works as expected, but could be better. Visit www.example.com!!!",neutral
2740,"I think it is really headphones is not bad, but not amazing either. <div>Customer review</div> More info: https://shop.example.com??",neutral
2741,"In my opinion this is service is not bad, but not amazing either. <b>Good choice</b> https://example.com!!! 😍",neutral
2742,"Actually, this product is shirt is average, nothing special....",neutral
2743,"Actually, this product is watch is awfull and stopped working 😭 <div>Customer review</div> Visit www.example.com 😡!!!",negative
2744,"Well, I think the book is not bad, but not amazing either. Visit www.example.com 😡!!!",neutral
2745,I think it is really shirt is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com 😡!!!,positive
2746,"To be honest, the book is absolutly fantastic!!! https://example.com??",positive
2747,"Actually, this product is watch is awsome and works perfectly 👍 <span>Recommended</span>.",positive
2748,"Actually, this product is phone has terrible quality <div>very disappointing</div> Visit www.example.com...",negative
2749,I think it is really laptop has terrible quality <div>very disappointing</div> Visit www.example.com 😡!!!,negative
2750,"Well, I think the shoes is awfull and stopped working 😭!!! 😍",negative
2751,"Actually, this product is laptop is broken and useless!!!!!! 😍",negative
2752,"Well, I think the shoes has terrible quality <div>very disappointing</div> <span>Recommended</span> More info: https://shop.example.com??",negative
2753,"Actually, this product is product is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> https://example.com??",positive
2754,In my opinion this is phone was a horible purchase 😠 <div>Customer review</div> https://example.com.,negative
2755,"To be honest, the product is broken and useless!!! <span>Recommended</span> https://example.com!!! 😍",negative
2756,In my opinion this is camera is awfull and stopped working 😭 <div>Customer review</div> https://example.com 😡!!!,negative
2757,"To be honest, the laptop is realy good!!! 😍 <b>Good choice</b>...",positive
2758,I think it is really shirt is realy good!!! 😍 <b>Good choice</b> More info: https://shop.example.com!!! 😍,positive
2759,"Well, I think the camera is average, nothing special. 😡!!!",neutral
2760,"Well, I think the camera is absolutly fantastic!!! <div>Customer review</div>??",positive
2761,"Well, I think the shirt is absolutly fantastic!!! <b>Good choice</b> More info: https://shop.example.com!!! 😍",positive
2762,In my opinion this is phone was a horible purchase 😠 <span>Recommended</span>!!! 😍,negative
2763,"Well, I think the laptop is okay and works fine. <div>Customer review</div> https://example.com!!! 😍",neutral
2764,In my opinion this is product is decent for the price. <span>Recommended</span> More info: https://shop.example.com??,neutral
2765,In my opinion this is watch is realy good!!! 😍 <b>Good choice</b> Visit www.example.com 😡!!!,positive
2766,In my opinion this is product works gr8 and I luv it 😊 <span>Recommended</span> https://example.com.,positive
2767,"To be honest, the camera is awfull and stopped working 😭!!! 😍",negative
2768,I think it is really phone is decent for the price. <b>Good choice</b> Visit www.example.com??,neutral
2769,"Well, I think the service is realy good!!! 😍 <span>Recommended</span> https://example.com...",positive
2770,I think it is really shirt is broken and useless!!!.,negative
2771,"Well, I think the camera was a horible purchase 😠 <div>Customer review</div> More info: https://shop.example.com.",negative
2772,"Well, I think the laptop is okay and works fine. <b>Good choice</b>...",neutral
2773,"To be honest, the product was a horible purchase 😠 <b>Good choice</b>!!! 😍",negative
2774,"Well, I think the shoes is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com??",positive
2775,"To be honest, the shirt has terrible quality <div>very disappointing</div> <div>Customer review</div>...",negative
2776,"Well, I think the headphones is broken and useless!!! <div>Customer review</div>.",negative
2777,"Well, I think the camera is realy bad!!! 😡 <b>Good choice</b> Visit www.example.com!!!",negative
2778,"I think it is really service is not bad, but not amazing either. <div>Customer review</div>.",neutral
2779,"Well, I think the headphones is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> https://example.com!!! 😍",positive
2780,In my opinion this is shoes is decent for the price. <b>Good choice</b> https://example.com??,neutral
2781,"To be honest, the book is average, nothing special. <span>Recommended</span> Visit www.example.com??",neutral
2782,"Well, I think the product is realy bad!!! 😡 <span>Recommended</span> https://example.com!!!",negative
2783,"Well, I think the watch is absolutly fantastic!!! <div>Customer review</div> More info: https://shop.example.com!!!",positive
2784,In my opinion this is phone is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> Visit www.example.com??,positive
2785,In my opinion this is headphones is realy good!!! 😍 <span>Recommended</span> https://example.com!!!,positive
2786,"To be honest, the service is not bad, but not amazing either. <span>Recommended</span> Visit www.example.com 😡!!!",neutral
2787,"Actually, this product is camera was a horible purchase 😠 Visit www.example.com.",negative
2788,In my opinion this is product is realy bad!!! 😡 <span>Recommended</span> Visit www.example.com...,negative
2789,"Actually, this product is service is awsome and works perfectly 👍 https://example.com!!! 😍",positive
2790,"Actually, this product is laptop works gr8 and I luv it 😊 <span>Recommended</span> More info: https://shop.example.com??",positive
2791,"Well, I think the shoes is realy good!!! 😍 More info: https://shop.example.com.",positive
2792,"Actually, this product is phone is awsome and works perfectly 👍 <div>Customer review</div> Visit www.example.com.",positive
2793,"To be honest, the camera has terrible quality <div>very disappointing</div> <b>Good choice</b> More info: https://shop.example.com??",negative
2794,I think it is really book was a horible purchase 😠 <span>Recommended</span> https://example.com!!!,negative
2795,"Well, I think the headphones is realy bad!!! 😡 <span>Recommended</span> 😡!!!",negative
2796,"Well, I think the phone is awfull and stopped working 😭 <span>Recommended</span>!!! 😍",negative
2797,"Actually, this product is watch has terrible quality <div>very disappointing</div> <div>Customer review</div> More info: https://shop.example.com 😡!!!",negative
2798,"To be honest, the book is absolutly fantastic!!! <div>Customer review</div> Visit www.example.com...",positive
2799,"To be honest, the shoes is absolutly fantastic!!! <b>Good choice</b> https://example.com??",positive
2800,In my opinion this is camera is broken and useless!!! <div>Customer review</div> More info: https://shop.example.com.,negative
2801,"To be honest, the phone is decent for the price. <b>Good choice</b> More info: https://shop.example.com...",neutral
2802,I think it is really camera is absolutly fantastic!!! <b>Good choice</b> More info: https://shop.example.com??,positive
2803,I think it is really shoes is awsome and works perfectly 👍 <span>Recommended</span>.,positive
2804,I think it is really watch is absolutly fantastic!!! <div>Customer review</div> https://example.com...,positive
2805,"Actually, this product is product is awsome and works perfectly 👍 <span>Recommended</span> Visit www.example.com.",positive
2806,I think it is really phone is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div>...,positive
2807,In my opinion this is headphones has terrible quality <div>very disappointing</div> <b>Good choice</b> Visit www.example.com...,negative
2808,I think it is really product is absolutly fantastic!!! <span>Recommended</span> https://example.com.,positive
2809,"To be honest, the service is not bad, but not amazing either. <div>Customer review</div> More info: https://shop.example.com!!! 😍",neutral
2810,"Well, I think the shirt is not bad, but not amazing either. <b>Good choice</b> Visit www.example.com...",neutral
2811,In my opinion this is service is realy bad!!! 😡.,negative
2812,"I think it is really shoes is average, nothing special. <b>Good choice</b> More info: https://shop.example.com 😡!!!",neutral
2813,In my opinion this is shoes is realy bad!!! 😡 <b>Good choice</b> https://example.com!!! 😍,negative
2814,"Well, I think the phone works as expected, but could be better. <b>Good choice</b>...",neutral
2815,In my opinion this is book is awfull and stopped working 😭 <div>Customer review</div>??,negative
2816,"Well, I think the headphones works gr8 and I luv it 😊 <b>Good choice</b> Visit www.example.com??",positive
2817,"To be honest, the product is absolutly fantastic!!! Visit www.example.com...",positive
2818,I think it is really shoes is broken and useless!!! <b>Good choice</b> More info: https://shop.example.com...,negative
2819,"Well, I think the laptop was a horible purchase 😠 <b>Good choice</b> https://example.com...",negative
2820,"Actually, this product is camera is decent for the price. <span>Recommended</span> More info: https://shop.example.com!!!",neutral
2821,I think it is really service is awsome and works perfectly 👍 <b>Good choice</b>...,positive
2822,"I think it is really phone is not bad, but not amazing either. Visit www.example.com...",neutral
2823,In my opinion this is camera works gr8 and I luv it 😊 <span>Recommended</span> https://example.com??,positive
2824,"Well, I think the watch is realy bad!!! 😡 <span>Recommended</span>!!! 😍",negative
2825,"To be honest, the watch works gr8 and I luv it 😊 <b>Good choice</b> More info: https://shop.example.com...",positive
2826,"Actually, this product is watch is absolutly fantastic!!! <span>Recommended</span>!!!",positive
2827,"To be honest, the phone is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> Visit www.example.com...",positive
2828,"Well, I think the laptop is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> More info: https://shop.example.com!!!",positive
2829,In my opinion this is book is decent for the price. <span>Recommended</span> More info: https://shop.example.com!!! 😍,neutral
2830,"Actually, this product is watch is decent for the price. <span>Recommended</span> More info: https://shop.example.com!!!",neutral
2831,I think it is really headphones is realy bad!!! 😡 <b>Good choice</b> More info: https://shop.example.com??,negative
2832,"Actually, this product is book is awfull and stopped working 😭 <span>Recommended</span> Visit www.example.com 😡!!!",negative
2833,"I think it is really phone works as expected, but could be better. <b>Good choice</b> More info: https://shop.example.com!!! 😍",neutral
2834,"Well, I think the laptop is realy good!!! 😍 Visit www.example.com...",positive
2835,"Actually, this product is phone is average, nothing special. <span>Recommended</span>...",neutral
2836,"Well, I think the book is absolutly fantastic!!! <span>Recommended</span> Visit www.example.com!!!",positive
2837,I think it is really laptop is realy bad!!! 😡 <span>Recommended</span> https://example.com!!! 😍,negative
2838,In my opinion this is phone is awsome and works perfectly 👍 <b>Good choice</b> Visit www.example.com.,positive
2839,I think it is really product is awsome and works perfectly 👍 More info: https://shop.example.com...,positive
2840,"Actually, this product is headphones works as expected, but could be better. <b>Good choice</b>??",neutral
2841,"Well, I think the service is not bad, but not amazing either. <b>Good choice</b> https://example.com.",neutral
2842,In my opinion this is headphones is broken and useless!!! More info: https://shop.example.com...,negative
2843,"Actually, this product is product is awfull and stopped working 😭 Visit www.example.com!!! 😍",negative
2844,In my opinion this is book is absolutly fantastic!!! <span>Recommended</span> https://example.com??,positive
2845,I think it is really camera is realy bad!!! 😡!!! 😍,negative
2846,I think it is really shoes is realy good!!! 😍 <span>Recommended</span> Visit www.example.com!!! 😍,positive
2847,In my opinion this is headphones is realy bad!!! 😡 More info: https://shop.example.com!!!,negative
2848,"Well, I think the headphones is realy good!!! 😍 <span>Recommended</span> 😡!!!",positive
2849,"Well, I think the phone is absolutly fantastic!!! https://example.com??",positive
2850,"Actually, this product is headphones is not bad, but not amazing either.!!!",neutral
2851,"Well, I think the watch is not bad, but not amazing either. <b>Good choice</b> Visit www.example.com...",neutral
2852,"Actually, this product is book was a horible purchase 😠 <div>Customer review</div> More info: https://shop.example.com...",negative
2853,"In my opinion this is phone works as expected, but could be better. <b>Good choice</b>.",neutral
2854,"Well, I think the laptop was a horible purchase 😠 Visit www.example.com??",negative
2855,I think it is really watch is realy good!!! 😍 https://example.com.,positive
2856,"Well, I think the product works gr8 and I luv it 😊 <b>Good choice</b> Visit www.example.com??",positive
2857,I think it is really product is decent for the price. <div>Customer review</div> Visit www.example.com??,neutral
2858,"Well, I think the laptop is awsome and works perfectly 👍 More info: https://shop.example.com.",positive
2859,"To be honest, the camera is awfull and stopped working 😭 <span>Recommended</span> https://example.com??",negative
2860,"To be honest, the shirt works gr8 and I luv it 😊 <b>Good choice</b> https://example.com!!! 😍",positive
2861,In my opinion this is laptop is broken and useless!!! <b>Good choice</b> Visit www.example.com 😡!!!,negative
2862,I think it is really laptop is okay and works fine. https://example.com!!! 😍,neutral
2863,"Well, I think the service is realy good!!! 😍...",positive
2864,I think it is really phone is realy bad!!! 😡 <b>Good choice</b> More info: https://shop.example.com??,negative
2865,I think it is really product works gr8 and I luv it 😊 <b>Good choice</b>??,positive
2866,"Well, I think the laptop is realy good!!! 😍 <b>Good choice</b>!!! 😍",positive
2867,"In my opinion this is laptop works as expected, but could be better. <div>Customer review</div>??",neutral
2868,"Well, I think the phone is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> https://example.com!!!",positive
2869,I think it is really shirt was a horible purchase 😠 <b>Good choice</b> Visit www.example.com 😡!!!,negative
2870,"Actually, this product is laptop is okay and works fine. Visit www.example.com.",neutral
2871,"Actually, this product is service is absolutly fantastic!!! <span>Recommended</span> https://example.com.",positive
2872,I think it is really camera is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com??,positive
2873,"Actually, this product is laptop has terrible quality <div>very disappointing</div> <div>Customer review</div> More info: https://shop.example.com 😡!!!",negative
2874,"Actually, this product is shoes is broken and useless!!! <span>Recommended</span> https://example.com!!!",negative
2875,"Well, I think the headphones is awsome and works perfectly 👍 <span>Recommended</span> Visit www.example.com 😡!!!",positive
2876,"I think it is really service works as expected, but could be better. <span>Recommended</span> More info: https://shop.example.com...",neutral
2877,"Well, I think the phone is realy good!!! 😍 <div>Customer review</div> More info: https://shop.example.com??",positive
2878,"Actually, this product is product is absolutly fantastic!!! Visit www.example.com!!!",positive
2879,I think it is really shoes is okay and works fine. <div>Customer review</div> https://example.com!!!,neutral
2880,"Well, I think the product is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b>...",positive
2881,In my opinion this is camera is realy good!!! 😍??,positive
2882,"Well, I think the service is awsome and works perfectly 👍 <div>Customer review</div> https://example.com...",positive
2883,"To be honest, the shirt has terrible quality <div>very disappointing</div> <b>Good choice</b> https://example.com.",negative
2884,"Well, I think the laptop was a horible purchase 😠 <b>Good choice</b> Visit www.example.com...",negative
2885,"To be honest, the phone is realy good!!! 😍 <span>Recommended</span>??",positive
2886,In my opinion this is book is broken and useless!!! <b>Good choice</b> More info: https://shop.example.com!!! 😍,negative
2887,"Actually, this product is phone is realy bad!!! 😡 <div>Customer review</div> More info: https://shop.example.com??",negative
2888,"Actually, this product is shirt was a horible purchase 😠 😡!!!",negative
2889,"To be honest, the camera is decent for the price. https://example.com!!! 😍",neutral
2890,"Actually, this product is laptop is okay and works fine. <span>Recommended</span> More info: https://shop.example.com!!!",neutral
2891,In my opinion this is headphones is decent for the price..,neutral
2892,"Well, I think the camera is realy bad!!! 😡 <b>Good choice</b>.",negative
2893,"I think it is really laptop is not bad, but not amazing either. <b>Good choice</b> https://example.com.",neutral
2894,In my opinion this is watch is absolutly fantastic!!! https://example.com...,positive
2895,"To be honest, the watch works as expected, but could be better. <span>Recommended</span> https://example.com!!!",neutral
2896,In my opinion this is shoes is okay and works fine. https://example.com.,neutral
2897,"To be honest, the shirt is broken and useless!!! <b>Good choice</b> https://example.com...",negative
2898,"Actually, this product is headphones works gr8 and I luv it 😊 <b>Good choice</b>??",positive
2899,In my opinion this is camera is awsome and works perfectly 👍 <b>Good choice</b> Visit www.example.com 😡!!!,positive
2900,I think it is really phone was a horible purchase 😠 <div>Customer review</div> Visit www.example.com 😡!!!,negative
2901,"To be honest, the camera is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> Visit www.example.com!!! 😍",positive
2902,"Well, I think the camera is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> Visit www.example.com!!! 😍",positive
2903,"Well, I think the laptop is awsome and works perfectly 👍 <div>Customer review</div> More info: https://shop.example.com!!! 😍",positive
2904,"To be honest, the watch is absolutly fantastic!!! <b>Good choice</b>.",positive
2905,"To be honest, the camera is decent for the price. <span>Recommended</span> https://example.com 😡!!!",neutral
2906,"Actually, this product is laptop was a horible purchase 😠 <span>Recommended</span> More info: https://shop.example.com 😡!!!",negative
2907,I think it is really book is awsome and works perfectly 👍 Visit www.example.com!!! 😍,positive
2908,"To be honest, the product is realy bad!!! 😡 <b>Good choice</b> https://example.com!!!",negative
2909,I think it is really shirt is amazing <b>really amazing</b>!!! ❤️ More info: https://shop.example.com??,positive
2910,"To be honest, the shoes is not bad, but not amazing either. <b>Good choice</b>!!! 😍",neutral
2911,I think it is really phone is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> More info: https://shop.example.com...,positive
2912,"To be honest, the service is awfull and stopped working 😭 <div>Customer review</div>.",negative
2913,"Actually, this product is watch is realy good!!! 😍 <span>Recommended</span> Visit www.example.com??",positive
2914,I think it is really shoes is absolutly fantastic!!! <div>Customer review</div> More info: https://shop.example.com 😡!!!,positive
2915,"To be honest, the shirt is realy good!!! 😍 <span>Recommended</span> More info: https://shop.example.com...",positive
2916,"Well, I think the product is realy good!!! 😍 <div>Customer review</div> https://example.com!!! 😍",positive
2917,"Well, I think the book was a horible purchase 😠 <div>Customer review</div> https://example.com!!! 😍",negative
2918,In my opinion this is shirt is realy good!!! 😍 More info: https://shop.example.com!!! 😍,positive
2919,I think it is really book is absolutly fantastic!!! <span>Recommended</span> https://example.com!!!,positive
2920,In my opinion this is headphones works gr8 and I luv it 😊.,positive
2921,"Actually, this product is shirt works gr8 and I luv it 😊 <span>Recommended</span> https://example.com...",positive
2922,"Well, I think the watch is average, nothing special. <span>Recommended</span> More info: https://shop.example.com...",neutral
2923,"Well, I think the product is not bad, but not amazing either. Visit www.example.com...",neutral
2924,I think it is really watch is okay and works fine. <span>Recommended</span> Visit www.example.com!!!,neutral
2925,"Well, I think the book is awfull and stopped working 😭 <b>Good choice</b> Visit www.example.com??",negative
2926,"Well, I think the book is okay and works fine.!!! 😍",neutral
2927,I think it is really shirt is realy good!!! 😍 <span>Recommended</span> https://example.com!!! 😍,positive
2928,"To be honest, the phone is absolutly fantastic!!! Visit www.example.com 😡!!!",positive
2929,I think it is really service has terrible quality <div>very disappointing</div> <b>Good choice</b>.,negative
2930,"Actually, this product is camera is realy good!!! 😍 <b>Good choice</b> Visit www.example.com 😡!!!",positive
2931,"Well, I think the phone was a horible purchase 😠 <div>Customer review</div> Visit www.example.com!!!",negative
2932,"To be honest, the camera is broken and useless!!! <span>Recommended</span> More info: https://shop.example.com!!!",negative
2933,In my opinion this is camera is realy good!!! 😍 <b>Good choice</b> More info: https://shop.example.com.,positive
2934,"Actually, this product is laptop is realy bad!!! 😡 <b>Good choice</b>!!! 😍",negative
2935,I think it is really service works gr8 and I luv it 😊 <span>Recommended</span> More info: https://shop.example.com!!!,positive
2936,"To be honest, the shirt is awsome and works perfectly 👍 <div>Customer review</div> More info: https://shop.example.com!!!",positive
2937,In my opinion this is shoes is realy bad!!! 😡 <span>Recommended</span> https://example.com!!! 😍,negative
2938,I think it is really headphones is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> More info: https://shop.example.com!!! 😍,positive
2939,I think it is really service is absolutly fantastic!!! Visit www.example.com...,positive
2940,"Well, I think the phone is broken and useless!!! <div>Customer review</div> More info: https://shop.example.com!!!",negative
2941,In my opinion this is laptop is realy bad!!! 😡 https://example.com??,negative
2942,"Well, I think the service is realy good!!! 😍 <div>Customer review</div> https://example.com...",positive
2943,I think it is really phone works gr8 and I luv it 😊 Visit www.example.com!!! 😍,positive
2944,I think it is really book is absolutly fantastic!!! <span>Recommended</span> More info: https://shop.example.com??,positive
2945,I think it is really book is awfull and stopped working 😭 <b>Good choice</b> Visit www.example.com...,negative
2946,I think it is really headphones is amazing <b>really amazing</b>!!! ❤️ <span>Recommended</span> Visit www.example.com 😡!!!,positive
2947,"To be honest, the shirt is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div>??",positive
2948,I think it is really product is realy good!!! 😍 <b>Good choice</b> More info: https://shop.example.com...,positive
2949,"To be honest, the product is broken and useless!!! <span>Recommended</span> More info: https://shop.example.com!!! 😍",negative
2950,"Well, I think the shirt works as expected, but could be better. <div>Customer review</div> Visit www.example.com!!! 😍",neutral
2951,I think it is really phone was a horible purchase 😠 <div>Customer review</div> https://example.com!!! 😍,negative
2952,"Well, I think the watch is absolutly fantastic!!! <div>Customer review</div> More info: https://shop.example.com.",positive
2953,In my opinion this is phone was a horible purchase 😠 Visit www.example.com...,negative
2954,"To be honest, the product is realy good!!! 😍 <div>Customer review</div>??",positive
2955,"Well, I think the phone is decent for the price. <b>Good choice</b>??",neutral
2956,I think it is really phone is decent for the price. More info: https://shop.example.com.,neutral
2957,In my opinion this is headphones is decent for the price. https://example.com!!! 😍,neutral
2958,"Well, I think the shirt is awfull and stopped working 😭 <b>Good choice</b>.",negative
2959,In my opinion this is shirt works gr8 and I luv it 😊 <span>Recommended</span> https://example.com 😡!!!,positive
2960,"Actually, this product is book is realy bad!!! 😡 <span>Recommended</span> Visit www.example.com!!! 😍",negative
2961,"To be honest, the phone is amazing <b>really amazing</b>!!! ❤️ More info: https://shop.example.com!!! 😍",positive
2962,I think it is really camera works gr8 and I luv it 😊 <span>Recommended</span> https://example.com 😡!!!,positive
2963,I think it is really shirt is okay and works fine. <span>Recommended</span>!!! 😍,neutral
2964,"Well, I think the laptop is awfull and stopped working 😭 <span>Recommended</span> More info: https://shop.example.com 😡!!!",negative
2965,"To be honest, the product is realy good!!! 😍 <div>Customer review</div>!!! 😍",positive
2966,"To be honest, the service works gr8 and I luv it 😊 <b>Good choice</b> More info: https://shop.example.com!!!",positive
2967,In my opinion this is service has terrible quality <div>very disappointing</div> <span>Recommended</span> More info: https://shop.example.com!!! 😍,negative
2968,"To be honest, the shoes is absolutly fantastic!!! <span>Recommended</span> More info: https://shop.example.com??",positive
2969,"Actually, this product is laptop is awsome and works perfectly 👍 https://example.com 😡!!!",positive
2970,In my opinion this is shoes is absolutly fantastic!!! <b>Good choice</b> More info: https://shop.example.com...,positive
2971,"Well, I think the laptop is awfull and stopped working 😭 <div>Customer review</div> https://example.com!!! 😍",negative
2972,"Actually, this product is headphones is absolutly fantastic!!! <div>Customer review</div> More info: https://shop.example.com 😡!!!",positive
2973,In my opinion this is phone is awsome and works perfectly 👍 <div>Customer review</div> https://example.com??,positive
2974,I think it is really shoes is broken and useless!!! <span>Recommended</span> https://example.com!!! 😍,negative
2975,"To be honest, the laptop is decent for the price. <b>Good choice</b>.",neutral
2976,"Actually, this product is service has terrible quality <div>very disappointing</div> <span>Recommended</span> https://example.com 😡!!!",negative
2977,"To be honest, the shirt is broken and useless!!! <b>Good choice</b> Visit www.example.com 😡!!!",negative
2978,"Well, I think the phone is average, nothing special. <div>Customer review</div> More info: https://shop.example.com.",neutral
2979,I think it is really camera has terrible quality <div>very disappointing</div> <b>Good choice</b>!!! 😍,negative
2980,"To be honest, the laptop was a horible purchase 😠 <b>Good choice</b> Visit www.example.com??",negative
2981,I think it is really headphones is awsome and works perfectly 👍 <span>Recommended</span> https://example.com.,positive
2982,"Actually, this product is headphones works as expected, but could be better. More info: https://shop.example.com.",neutral
2983,I think it is really book works gr8 and I luv it 😊 <b>Good choice</b>!!! 😍,positive
2984,In my opinion this is service is decent for the price. <b>Good choice</b> More info: https://shop.example.com!!! 😍,neutral
2985,"Well, I think the book is broken and useless!!! <span>Recommended</span>...",negative
2986,"Well, I think the product is broken and useless!!! https://example.com...",negative
2987,In my opinion this is laptop is awfull and stopped working 😭 <b>Good choice</b> https://example.com.,negative
2988,"Actually, this product is camera is realy bad!!! 😡 https://example.com 😡!!!",negative
2989,"Well, I think the watch is awsome and works perfectly 👍 <b>Good choice</b> Visit www.example.com 😡!!!",positive
2990,In my opinion this is book is absolutly fantastic!!! <b>Good choice</b> Visit www.example.com!!! 😍,positive
2991,"To be honest, the service is awfull and stopped working 😭.",negative
2992,"Well, I think the laptop is realy good!!! 😍 <span>Recommended</span> Visit www.example.com.",positive
2993,"To be honest, the watch is realy good!!! 😍 <span>Recommended</span> https://example.com??",positive
2994,I think it is really shoes is absolutly fantastic!!!??,positive
2995,I think it is really book has terrible quality <div>very disappointing</div> <div>Customer review</div> https://example.com...,negative
2996,In my opinion this is service was a horible purchase 😠 <b>Good choice</b> Visit www.example.com...,negative
2997,"Well, I think the laptop is awsome and works perfectly 👍 https://example.com!!!",positive
2998,In my opinion this is book is broken and useless!!!!!!,negative
2999,"Actually, this product is watch is average, nothing special. <b>Good choice</b>.",neutral
3000,"Actually, this product is book is okay and works fine. Visit www.example.com 😡!!!",neutral
3001,In my opinion this is laptop is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> More info: https://shop.example.com...,positive
3002,"To be honest, the service is absolutly fantastic!!! <div>Customer review</div> More info: https://shop.example.com??",positive
3003,I think it is really camera works gr8 and I luv it 😊 <span>Recommended</span>??,positive
3004,I think it is really shoes is absolutly fantastic!!! <b>Good choice</b> Visit www.example.com??,positive
3005,I think it is really laptop is okay and works fine. Visit www.example.com??,neutral
3006,I think it is really watch works gr8 and I luv it 😊 <b>Good choice</b>...,positive
3007,I think it is really headphones is okay and works fine. <div>Customer review</div> More info: https://shop.example.com!!! 😍,neutral
3008,In my opinion this is headphones has terrible quality <div>very disappointing</div> https://example.com??,negative
3009,"To be honest, the laptop works gr8 and I luv it 😊 <b>Good choice</b>!!!",positive
3010,I think it is really headphones is realy bad!!! 😡 <b>Good choice</b>!!!,negative
3011,"To be honest, the camera works as expected, but could be better. <span>Recommended</span> More info: https://shop.example.com??",neutral
3012,In my opinion this is headphones is amazing <b>really amazing</b>!!! ❤️ https://example.com!!! 😍,positive
3013,In my opinion this is laptop is broken and useless!!! <span>Recommended</span> Visit www.example.com 😡!!!,negative
3014,"Actually, this product is camera is amazing <b>really amazing</b>!!! ❤️ <b>Good choice</b> https://example.com??",positive
3015,"To be honest, the camera is amazing <b>really amazing</b>!!! ❤️ <div>Customer review</div> https://example.com!!! 😍",positive
3016,"Actually, this product is product works as expected, but could be better. <span>Recommended</span>.",neutral
3017,"Actually, this product is service works gr8 and I luv it 😊 <b>Good choice</b> More info: https://shop.example.com 😡!!!",positive
3018,"To be honest, the phone is absolutly fantastic!!! <span>Recommended</span> Visit www.example.com.",positive
3019,I think it is really camera is realy bad!!! 😡...,negative
3020,"Actually, this product is book is decent for the price. <b>Good choice</b> 😡!!!",neutral
3021,"To be honest, the camera is not bad, but not amazing either. <div>Customer review</div> Visit www.example.com.",neutral
3022,"To be honest, the shoes is decent for the price. <div>Customer review</div> 😡!!!",neutral
3023,I think it is really watch is awfull and stopped working 😭 <span>Recommended</span> Visit www.example.com 😡!!!,negative
3024,In my opinion this is book is absolutly fantastic!!! More info: https://shop.example.com 😡!!!,positive
3025,I think it is really service is realy bad!!! 😡 More info: https://shop.example.com 😡!!!,negative
3026,In my opinion this is laptop is realy good!!! 😍 More info: https://shop.example.com??,positive
3027,"Well, I think the shoes works gr8 and I luv it 😊 https://example.com 😡!!!",positive
3028,In my opinion this is shoes is awfull and stopped working 😭 <b>Good choice</b> More info: https://shop.example.com.,negative
3029,"Well, I think the product is average, nothing special. <div>Customer review</div>...",neutral
3030,I think it is really book is awsome and works perfectly 👍 <b>Good choice</b>!!!,positive
3031,"To be honest, the laptop is awfull and stopped working 😭 <div>Customer review</div>??",negative
